subject,evidence1,evidence2,evidence3,evidence4,evidence5,evidence6,evidence7,evidence8,evidence9,evidence10,evidence11,evidence12,meanEvidence,groundTruthBinaryHappy,responseHappy,responseSad,responseAIHappy,responseAISad,changeMind,finalResponseSad,finalResponseHappy
43,36,19,26,25,24,11,9,31,19,50,42,21,26.08333333,1,0,1,0,1,NaN,1,0
43,36,36,12,15,37,39,23,4,10,19,48,4,23.58333333,0,0,1,0,1,NaN,1,0
43,20,37,8,32,44,28,37,17,1,34,38,27,26.91666667,1,0,1,1,0,NaN,1,0
43,48,47,16,42,28,38,7,20,43,20,25,50,32,1,1,0,0,1,NaN,0,1
43,23,24,2,21,6,1,14,37,40,10,36,20,19.5,0,0,1,0,1,NaN,1,0
43,47,46,33,2,4,17,50,5,11,37,38,40,27.5,1,0,1,1,0,NaN,1,0
43,29,18,31,23,27,32,4,11,2,50,31,30,24,0,0,1,0,1,NaN,1,0
43,23,48,3,15,29,19,28,28,14,12,29,10,21.5,0,0,1,0,1,NaN,1,0
43,37,50,28,35,45,47,5,20,34,8,42,7,29.83333333,1,0,1,1,0,NaN,1,0
43,26,22,4,47,35,49,10,33,15,10,2,47,25,0,1,0,1,0,NaN,0,1
43,45,21,35,40,31,17,33,31,27,10,34,48,31,1,1,0,0,1,NaN,0,1
43,4,29,45,20,3,13,32,8,41,24,3,32,21.16666667,0,0,1,0,1,NaN,1,0
43,19,5,36,28,31,37,18,34,13,14,24,20,23.25,0,1,0,0,1,NaN,0,1
43,24,38,44,28,23,50,47,23,39,45,42,32,36.25,1,1,0,1,0,NaN,0,1
43,15,32,25,26,27,40,42,20,32,1,9,30,24.91666667,0,1,0,1,0,NaN,0,1
43,12,10,40,13,15,30,18,32,42,8,10,7,19.75,0,0,1,0,1,NaN,1,0
43,45,1,42,31,33,7,47,34,25,39,30,46,31.66666667,1,1,0,0,1,NaN,0,1
43,40,21,38,30,26,37,37,15,49,25,22,45,32.08333333,1,1,0,1,0,NaN,0,1
43,4,14,5,37,4,34,5,50,46,29,19,2,20.75,0,0,1,0,1,NaN,1,0
43,24,10,30,3,24,45,15,44,34,3,18,25,22.91666667,0,0,1,0,1,NaN,1,0
43,50,24,43,16,3,12,27,19,7,11,49,27,24,0,0,1,0,1,NaN,1,0
43,18,33,9,34,38,6,46,2,31,45,18,9,24.08333333,0,0,1,0,1,NaN,1,0
43,39,41,11,38,36,21,33,19,9,43,41,44,31.25,1,0,1,1,0,NaN,1,0
43,27,10,2,26,31,49,23,16,8,18,14,28,21,0,0,1,1,0,NaN,1,0
43,4,11,49,39,9,33,22,8,6,37,6,5,19.08333333,0,0,1,0,1,NaN,1,0
43,28,3,48,36,22,32,23,23,37,39,22,41,29.5,1,0,1,1,0,NaN,1,0
43,12,2,47,32,22,37,48,3,36,29,15,34,26.41666667,1,1,0,1,0,NaN,0,1
43,47,40,2,12,42,18,29,43,45,14,45,46,31.91666667,1,0,1,0,1,NaN,1,0
43,29,17,28,4,28,19,32,22,3,32,6,39,21.58333333,0,0,1,0,1,NaN,1,0
43,28,13,49,17,32,46,28,1,2,30,50,37,27.75,1,0,1,1,0,0,1,0
43,37,33,32,14,36,19,26,41,14,41,7,13,26.08333333,1,0,1,0,1,0,1,0
43,14,39,1,40,25,19,36,4,9,37,41,42,25.58333333,1,0,1,0,1,0,1,0
43,30,50,6,28,15,31,25,7,22,25,32,39,25.83333333,1,0,1,0,1,0,1,0
43,4,41,42,41,15,37,22,12,20,36,19,37,27.16666667,1,1,0,1,0,0,0,1
43,39,14,28,48,38,39,21,6,10,11,14,11,23.25,0,0,1,0,1,0,1,0
43,24,2,6,38,49,35,13,45,27,36,9,6,24.16666667,0,0,1,0,1,0,1,0
43,35,4,42,1,5,19,21,15,32,38,13,5,19.16666667,0,0,1,0,1,0,1,0
43,42,31,15,49,8,17,19,6,3,8,31,9,19.83333333,0,0,1,0,1,0,1,0
43,24,33,40,46,11,16,39,48,15,29,42,42,32.08333333,1,1,0,1,0,0,0,1
43,26,27,34,2,24,49,12,8,20,20,5,44,22.58333333,0,0,1,0,1,0,1,0
43,12,47,14,20,32,31,5,24,32,23,36,21,24.75,0,1,0,0,1,0,0,1
43,22,19,21,23,46,6,15,42,12,31,30,48,26.25,1,1,0,0,1,0,0,1
43,21,47,45,10,36,48,32,20,12,3,9,30,26.08333333,1,1,0,1,0,0,0,1
43,32,5,30,33,31,35,37,5,3,18,41,21,24.25,0,0,1,1,0,0,1,0
43,15,38,48,5,4,4,5,31,9,27,9,12,17.25,0,0,1,0,1,0,1,0
43,29,47,14,31,27,27,24,37,12,43,43,18,29.33333333,1,1,0,1,0,0,0,1
43,20,8,45,43,44,24,27,43,23,39,9,12,28.08333333,1,1,0,1,0,0,0,1
43,1,40,47,32,12,9,27,23,45,6,9,35,23.83333333,0,0,1,0,1,0,1,0
43,17,10,33,13,24,47,4,38,39,2,42,18,23.91666667,0,0,1,0,1,0,1,0
43,35,28,28,43,33,6,11,33,31,2,9,28,23.91666667,0,0,1,0,1,0,1,0
43,6,45,39,17,38,35,39,20,11,23,9,28,25.83333333,1,1,0,1,0,0,0,1
43,29,20,37,6,11,35,12,28,1,26,45,11,21.75,0,1,0,0,1,0,0,1
43,47,25,33,36,37,47,13,28,11,17,50,23,30.58333333,1,0,1,0,1,0,1,0
43,11,31,39,47,34,9,15,42,9,13,19,25,24.5,0,1,0,0,1,0,0,1
43,47,10,9,10,36,14,29,39,31,15,32,14,23.83333333,0,0,1,0,1,0,1,0
43,48,46,28,1,20,20,4,45,32,43,14,34,27.91666667,1,1,0,0,1,0,0,1
43,37,12,38,49,8,49,15,19,18,33,5,39,26.83333333,1,1,0,0,1,0,0,1
43,18,42,11,48,17,1,4,4,50,50,35,40,26.66666667,1,0,1,0,1,0,1,0
43,38,50,24,49,36,18,37,23,36,13,49,24,33.08333333,1,1,0,1,0,0,0,1
43,50,3,8,4,24,48,16,40,10,32,28,42,25.41666667,0,0,1,0,1,0,1,0
43,19,20,46,4,31,47,39,8,11,5,35,20,23.75,0,0,1,1,0,0,1,0
43,1,48,43,47,27,3,35,11,41,19,23,9,25.58333333,1,1,0,0,1,0,0,1
43,24,4,27,11,44,2,39,28,13,29,20,37,23.16666667,0,0,1,0,1,0,1,0
43,47,4,48,13,45,8,37,43,7,3,10,24,24.08333333,0,0,1,0,1,0,1,0
43,19,11,20,31,19,31,31,25,13,7,41,39,23.91666667,0,0,1,1,0,0,1,0
43,21,24,49,36,13,34,14,7,26,16,7,34,23.41666667,0,1,0,0,1,0,0,1
43,50,33,4,25,17,33,26,16,40,46,22,16,27.33333333,1,0,1,1,0,0,1,0
43,34,48,15,42,14,6,22,3,49,2,27,4,22.16666667,0,1,0,0,1,0,0,1
43,21,47,50,33,28,37,37,40,26,3,39,9,30.83333333,1,1,0,1,0,0,0,1
43,45,3,44,48,40,43,36,48,7,23,50,31,34.83333333,1,1,0,1,0,0,0,1
43,2,48,33,42,12,11,41,11,7,25,46,6,23.66666667,0,1,0,0,1,0,0,1
43,44,15,39,11,27,45,46,24,46,2,32,21,29.33333333,1,1,0,1,0,0,0,1
43,23,4,27,36,24,27,30,15,18,16,45,11,23,0,1,0,0,1,0,0,1
43,35,33,31,9,9,44,26,41,41,50,26,31,31.33333333,1,1,0,1,0,0,0,1
43,50,41,25,13,7,35,38,18,29,46,46,9,29.75,1,1,0,1,0,0,0,1
43,12,17,39,33,10,20,13,9,5,26,26,27,19.75,0,0,1,0,1,0,1,0
43,30,41,29,44,14,27,31,5,16,25,9,6,23.08333333,0,0,1,1,0,0,1,0
43,3,5,23,50,31,31,47,6,19,8,37,17,23.08333333,0,1,0,1,0,0,0,1
43,18,30,37,13,35,34,41,16,29,47,9,14,26.91666667,1,1,0,1,0,0,0,1
43,1,25,12,49,29,1,26,39,20,40,8,14,22,0,0,1,0,1,0,1,0
43,29,47,28,15,10,5,40,4,24,48,1,50,25.08333333,0,0,1,0,1,0,1,0
43,43,20,40,37,15,10,16,29,22,10,41,37,26.66666667,1,0,1,0,1,0,1,0
43,8,7,15,35,10,26,20,17,4,17,28,3,15.83333333,0,0,1,0,1,0,1,0
43,21,23,30,10,44,25,12,29,38,39,12,5,24,0,0,1,0,1,0,1,0
43,14,18,19,37,15,32,25,10,37,10,44,38,24.91666667,0,0,1,0,1,0,1,0
43,5,48,7,34,26,28,45,45,48,50,35,22,32.75,1,1,0,1,0,0,0,1
43,12,37,23,3,13,12,30,45,41,40,37,40,27.75,1,0,1,0,1,0,1,0
43,32,40,31,20,32,20,20,26,38,44,10,12,27.08333333,1,0,1,0,1,0,1,0
43,21,4,30,42,49,17,44,42,1,37,14,2,25.25,0,1,0,0,1,0,0,1
43,6,28,5,47,43,26,21,44,27,18,3,36,25.33333333,0,1,0,0,1,0,0,1
43,7,40,9,33,1,5,39,23,15,39,46,19,23,0,0,1,0,1,0,1,0
43,21,33,6,44,48,23,25,21,26,13,5,36,25.08333333,0,0,1,0,1,0,1,0
43,50,11,4,19,39,42,24,28,6,45,42,16,27.16666667,1,1,0,1,0,0,0,1
43,12,6,42,6,41,10,12,3,5,4,34,11,15.5,0,0,1,0,1,0,1,0
43,31,2,29,16,4,14,25,7,15,37,1,48,19.08333333,0,0,1,0,1,0,1,0
43,1,44,9,44,18,29,23,5,35,19,50,42,26.58333333,1,0,1,0,1,0,1,0
43,17,6,50,35,30,23,44,18,19,37,11,36,27.16666667,1,1,0,1,0,0,0,1
43,27,16,21,2,38,40,34,50,11,28,28,20,26.25,1,0,1,1,0,0,1,0
43,29,32,30,28,5,45,36,9,39,20,21,3,24.75,0,1,0,1,0,0,0,1
43,14,39,13,2,43,2,36,32,33,18,46,12,24.16666667,0,0,1,0,1,0,1,0
43,33,9,40,3,34,50,47,47,1,1,16,11,24.33333333,0,1,0,1,0,0,0,1
43,46,3,44,17,25,23,6,6,3,1,16,29,18.25,0,0,1,0,1,0,1,0
43,11,48,49,34,12,40,14,32,32,1,25,18,26.33333333,1,0,1,1,0,0,1,0
43,35,25,35,7,30,26,18,2,5,26,13,49,22.58333333,0,0,1,0,1,0,1,0
43,3,14,6,48,1,48,41,16,2,9,17,23,19,0,0,1,1,0,0,1,0
43,5,8,38,14,7,11,27,40,18,12,14,35,19.08333333,0,0,1,0,1,0,1,0
43,33,21,14,38,16,17,10,35,22,4,42,37,24.08333333,0,0,1,0,1,0,1,0
43,16,39,49,46,17,23,28,3,23,49,34,3,27.5,1,1,0,1,0,0,0,1
43,41,16,3,15,50,27,29,32,14,7,28,37,24.91666667,0,0,1,0,1,0,1,0
43,17,3,36,9,37,45,29,48,2,49,24,47,28.83333333,1,0,1,1,0,0,1,0
43,26,35,26,24,40,13,34,49,36,50,48,38,34.91666667,1,0,1,0,1,0,1,0
43,13,22,24,41,20,30,29,7,31,9,5,34,22.08333333,0,0,1,0,1,0,1,0
43,26,19,17,38,48,2,8,5,48,18,38,46,26.08333333,1,0,1,0,1,0,1,0
43,44,48,35,50,4,11,6,7,50,25,18,12,25.83333333,1,0,1,0,1,0,1,0
43,36,2,25,27,10,46,12,29,8,45,33,43,26.33333333,1,0,1,0,1,0,1,0
43,47,48,10,21,34,43,47,32,42,25,29,39,34.75,1,1,0,1,0,0,0,1
43,26,38,46,38,45,18,20,25,37,40,33,11,31.41666667,1,0,1,0,1,0,1,0
43,30,4,6,41,15,3,19,31,39,48,42,21,24.91666667,0,0,1,0,1,0,1,0
43,37,12,50,11,26,32,15,47,42,14,10,9,25.41666667,0,0,1,0,1,0,1,0
43,34,46,4,23,7,34,12,33,49,42,34,7,27.08333333,1,0,1,1,0,0,1,0
43,32,31,5,47,20,4,12,43,40,46,16,31,27.25,1,0,1,0,1,0,1,0
43,33,8,6,20,11,41,45,25,25,6,12,46,23.16666667,0,1,0,1,0,0,0,1
43,48,25,17,14,14,10,40,13,34,40,18,41,26.16666667,1,0,1,0,1,0,1,0
43,29,39,24,22,49,40,39,17,42,33,1,17,29.33333333,1,0,1,1,0,0,1,0
43,16,47,9,50,46,32,30,36,19,13,38,46,31.83333333,1,1,0,1,0,0,0,1
43,39,8,40,40,2,34,44,24,15,49,26,34,29.58333333,1,0,1,1,0,0,1,0
43,32,4,29,34,26,3,9,30,33,38,37,44,26.58333333,1,0,1,0,1,0,1,0
43,42,35,36,37,27,47,26,9,8,2,35,6,25.83333333,1,0,1,1,0,0,1,0
43,45,41,19,22,45,36,43,26,41,18,6,12,29.5,1,0,1,1,0,0,1,0
43,16,34,33,25,47,23,39,39,29,6,12,12,26.25,1,1,0,1,0,0,0,1
43,11,7,19,47,24,27,5,48,18,7,15,40,22.33333333,0,0,1,0,1,0,1,0
43,45,33,10,6,40,17,5,24,18,47,40,29,26.16666667,1,0,1,0,1,0,1,0
43,27,24,27,15,14,27,9,17,50,37,24,21,24.33333333,0,0,1,0,1,0,1,0
43,13,1,27,2,15,33,14,28,15,38,2,27,17.91666667,0,0,1,0,1,0,1,0
43,21,35,13,23,42,14,34,49,6,44,32,29,28.5,1,0,1,0,1,0,1,0
43,16,23,23,8,18,45,40,18,20,49,42,23,27.08333333,1,1,0,1,0,0,0,1
43,24,27,24,36,37,24,42,34,1,14,27,30,26.66666667,1,1,0,1,0,0,0,1
43,25,1,3,11,28,38,25,24,17,48,21,38,23.25,0,1,0,1,0,0,0,1
43,9,16,15,14,24,4,25,42,43,49,16,45,25.16666667,0,0,1,0,1,0,1,0
43,30,14,19,48,13,2,43,36,41,36,30,25,28.08333333,1,0,1,0,1,0,1,0
43,50,15,40,50,41,33,36,18,21,34,47,24,34.08333333,1,1,0,1,0,0,0,1
43,19,23,3,29,35,26,23,6,48,9,9,1,19.25,0,0,1,0,1,0,1,0
43,34,26,40,42,3,50,43,1,46,28,42,43,33.16666667,1,1,0,1,0,0,0,1
43,40,3,2,17,39,11,37,19,19,50,26,33,24.66666667,0,1,0,0,1,0,0,1
43,10,22,50,19,22,25,11,19,32,42,11,45,25.66666667,1,0,1,0,1,0,1,0
43,16,26,20,18,28,50,2,19,44,19,21,16,23.25,0,0,1,0,1,0,1,0
43,34,2,11,42,15,22,27,14,48,19,12,7,21.08333333,0,0,1,0,1,0,1,0
43,26,29,39,36,2,22,2,19,27,6,23,31,21.83333333,0,0,1,0,1,0,1,0
43,12,37,7,20,4,36,6,48,22,12,46,15,22.08333333,0,0,1,0,1,0,1,0
43,29,43,41,25,45,33,10,31,50,35,44,44,35.83333333,1,0,1,1,0,0,1,0
43,44,11,42,18,50,46,12,28,36,12,5,32,28,1,0,1,0,1,0,1,0
43,11,13,46,30,43,16,15,24,49,47,25,35,29.5,1,0,1,0,1,0,1,0
43,28,20,39,30,20,20,31,24,18,8,36,29,25.25,0,0,1,0,1,0,1,0
43,25,22,12,15,49,29,49,32,24,45,28,20,29.16666667,1,1,0,1,0,0,0,1
43,49,3,18,9,39,40,10,40,44,26,5,45,27.33333333,1,0,1,0,1,0,1,0
43,32,28,48,22,16,25,28,45,3,42,42,50,31.75,1,0,1,1,0,0,1,0
43,39,4,37,31,19,20,46,27,19,28,15,30,26.25,1,1,0,0,1,0,0,1
43,46,43,13,37,44,40,24,11,33,39,37,16,31.91666667,1,1,0,1,0,0,0,1
43,15,49,26,24,41,5,39,22,43,6,18,8,24.66666667,0,0,1,0,1,0,1,0
43,50,26,39,2,22,50,25,12,31,11,43,37,29,1,0,1,1,0,0,1,0
43,12,20,49,8,23,2,21,1,33,30,1,46,20.5,0,0,1,0,1,0,1,0
43,17,3,1,41,22,44,34,19,17,25,37,28,24,0,1,0,1,0,0,0,1
43,5,44,20,18,44,11,10,29,2,42,50,18,24.41666667,0,0,1,0,1,0,1,0
43,22,4,37,20,24,24,27,14,39,8,8,33,21.66666667,0,0,1,0,1,0,1,0
43,37,22,21,28,18,19,46,5,25,6,32,42,25.08333333,0,0,1,0,1,0,1,0
43,38,29,27,10,31,21,22,44,20,42,46,17,28.91666667,1,1,0,0,1,0,0,1
43,43,44,36,16,41,25,31,34,47,34,23,48,35.16666667,1,1,0,1,0,0,0,1
43,40,16,23,17,16,17,38,12,21,41,42,20,25.25,0,0,1,0,1,0,1,0
43,23,34,36,20,10,11,1,48,45,12,6,15,21.75,0,0,1,0,1,0,1,0
43,28,17,15,31,41,40,50,3,6,39,45,36,29.25,1,1,0,1,0,0,0,1
43,24,49,12,4,42,28,48,21,25,4,30,12,24.91666667,0,1,0,1,0,0,0,1
43,19,31,15,26,17,33,45,19,39,41,31,35,29.25,1,1,0,1,0,0,0,1
43,6,18,41,45,11,34,46,27,33,4,11,22,24.83333333,0,1,0,1,0,0,0,1
43,49,11,46,5,4,39,37,4,4,43,29,3,22.83333333,0,1,0,1,0,0,0,1
43,8,45,3,13,39,18,16,13,13,23,17,20,19,0,0,1,0,1,0,1,0
43,16,10,32,32,39,35,17,40,10,47,44,27,29.08333333,1,1,0,1,0,0,0,1
43,30,18,45,7,3,28,26,30,25,38,46,15,25.91666667,1,0,1,1,0,0,1,0
43,30,47,21,9,2,34,7,9,50,14,37,49,25.75,1,0,1,0,1,0,1,0
43,27,2,39,47,9,23,3,30,26,47,21,39,26.08333333,1,0,1,0,1,0,1,0
43,21,10,22,7,37,24,20,46,35,26,42,45,27.91666667,1,0,1,0,1,0,1,0
43,20,10,21,33,38,14,37,31,9,22,37,19,24.25,0,0,1,0,1,0,1,0
43,14,1,41,25,6,45,17,26,49,35,36,3,24.83333333,0,0,1,1,0,0,1,0
43,39,25,28,10,14,42,12,13,20,46,49,6,25.33333333,0,0,1,0,1,0,1,0
43,39,14,44,31,47,15,45,3,29,39,5,36,28.91666667,1,1,0,0,1,0,0,1
43,31,46,36,7,38,44,49,31,20,25,29,44,33.33333333,1,1,0,1,0,0,0,1
43,39,41,45,46,2,18,18,42,15,49,41,46,33.5,1,0,1,0,1,0,1,0
43,19,35,10,5,3,45,13,30,11,5,20,40,19.66666667,0,0,1,0,1,0,1,0
43,1,10,26,38,44,16,13,33,22,5,5,42,21.25,0,0,1,0,1,0,1,0
43,17,49,40,9,36,29,24,37,3,32,39,44,29.91666667,1,0,1,1,0,0,1,0
43,22,46,47,6,46,24,5,25,18,40,33,18,27.5,1,0,1,0,1,0,1,0
43,25,13,5,13,6,33,31,26,14,11,18,40,19.58333333,0,0,1,1,0,0,1,0
43,48,42,50,28,43,18,14,25,38,20,42,21,32.41666667,1,1,0,0,1,0,0,1
43,39,45,9,45,10,41,39,48,46,47,17,40,35.5,1,1,0,1,0,0,0,1
43,50,26,9,27,10,30,9,16,36,38,40,4,24.58333333,0,0,1,0,1,0,1,0
43,39,27,3,2,33,36,24,29,44,12,1,45,24.58333333,0,0,1,1,0,0,1,0
43,8,42,50,14,7,26,26,43,25,34,2,50,27.25,1,1,0,1,0,0,0,1
43,9,20,36,2,43,34,32,45,48,43,20,42,31.16666667,1,1,0,1,0,0,0,1
43,4,47,3,38,6,43,14,8,44,48,41,27,26.91666667,1,0,1,1,0,0,1,0
43,4,3,41,30,17,8,4,19,9,26,22,12,16.25,0,0,1,0,1,0,1,0
43,7,33,32,16,33,14,23,14,24,26,3,49,22.83333333,0,1,0,0,1,0,0,1
43,28,27,33,49,30,37,7,26,21,42,43,29,31,1,0,1,0,1,0,1,0
43,39,34,12,18,41,31,38,42,46,25,25,24,31.25,1,0,1,1,0,0,1,0
43,18,30,31,38,36,48,22,48,41,45,14,18,32.41666667,1,1,0,1,0,0,0,1
43,19,47,22,17,25,48,42,21,18,13,14,7,24.41666667,0,1,0,1,0,0,0,1
43,21,3,46,42,49,29,24,25,34,38,30,32,31.08333333,1,1,0,1,0,0,0,1
43,47,46,39,23,8,7,14,49,22,13,40,38,28.83333333,1,1,0,0,1,0,0,1
43,45,23,46,4,8,25,30,7,24,33,48,15,25.66666667,1,0,1,0,1,0,1,0
43,16,18,20,42,42,7,25,10,10,1,25,20,19.66666667,0,0,1,0,1,0,1,0
43,10,35,48,36,1,24,22,19,37,44,23,14,26.08333333,1,0,1,0,1,0,1,0
43,8,31,11,14,36,41,35,22,29,41,10,14,24.33333333,0,1,0,1,0,0,0,1
43,16,37,8,14,2,21,4,10,28,4,23,27,16.16666667,0,0,1,0,1,0,1,0
43,26,50,48,40,23,13,26,27,34,3,30,13,27.75,1,1,0,0,1,0,0,1
43,46,31,45,20,18,7,26,1,19,39,4,48,25.33333333,0,0,1,0,1,0,1,0
43,21,37,32,3,38,49,8,15,10,15,21,26,22.91666667,0,0,1,0,1,0,1,0
43,14,21,46,2,34,41,10,39,11,23,9,41,24.25,0,1,0,0,1,0,0,1
43,35,17,18,26,4,28,12,12,22,45,39,39,24.75,0,0,1,0,1,0,1,0
43,27,18,11,5,40,35,12,3,36,22,9,9,18.91666667,0,0,1,0,1,0,1,0
43,37,30,5,49,17,10,41,12,40,28,42,10,26.75,1,0,1,0,1,0,1,0
43,30,16,38,28,9,37,17,2,45,7,19,22,22.5,0,0,1,0,1,0,1,0
43,22,14,41,31,18,1,46,34,44,38,26,41,29.66666667,1,0,1,0,1,0,1,0
43,46,7,31,33,7,40,41,22,49,9,1,33,26.58333333,1,1,0,1,0,0,0,1
43,22,8,10,26,6,18,41,20,1,16,7,7,15.16666667,0,0,1,0,1,0,1,0
43,21,1,45,23,36,20,26,44,29,26,19,12,25.16666667,0,1,0,0,1,0,0,1
43,35,12,2,5,34,28,23,48,28,2,17,48,23.5,0,0,1,0,1,0,1,0
43,7,36,12,40,24,6,5,27,5,49,19,30,21.66666667,0,0,1,0,1,0,1,0
43,12,26,23,41,37,9,39,38,31,5,2,45,25.66666667,1,0,1,0,1,0,1,0
43,48,37,45,3,50,3,10,35,49,42,34,28,32,1,1,0,0,1,0,0,1
43,12,24,48,49,18,15,27,22,7,39,50,6,26.41666667,1,0,1,0,1,0,1,0
43,17,25,11,9,48,1,8,50,5,23,9,8,17.83333333,0,0,1,0,1,0,1,0
43,34,48,50,10,29,7,17,32,34,26,14,23,27,1,0,1,0,1,0,1,0
43,29,37,10,20,33,50,5,17,7,13,25,10,21.33333333,0,0,1,0,1,0,1,0
43,28,2,40,45,28,29,37,2,16,26,47,19,26.58333333,1,1,0,1,0,0,0,1
43,23,38,2,34,19,5,23,50,49,21,1,14,23.25,0,0,1,0,1,0,1,0
43,22,12,27,29,2,11,12,34,9,18,50,34,21.66666667,0,0,1,0,1,0,1,0
43,4,26,18,15,14,4,38,23,40,34,1,28,20.41666667,0,0,1,0,1,0,1,0
43,14,35,23,22,7,5,34,39,20,18,50,35,25.16666667,0,0,1,0,1,0,1,0
43,24,35,30,49,13,11,17,1,40,23,23,31,24.75,0,0,1,0,1,0,1,0
43,3,33,30,24,40,36,36,49,48,37,13,4,29.41666667,1,1,0,1,0,0,0,1
43,39,31,2,43,28,49,30,50,18,21,50,5,30.5,1,1,0,1,0,0,0,1
43,37,50,10,26,45,6,34,25,2,16,15,48,26.16666667,1,0,1,0,1,0,1,0
43,24,34,3,14,24,28,32,28,35,5,37,12,23,0,1,0,1,0,0,0,1
43,18,43,45,31,40,10,6,26,26,45,39,5,27.83333333,1,0,1,0,1,0,1,0
43,4,5,12,28,43,44,37,2,29,38,11,13,22.16666667,0,1,0,1,0,0,0,1
43,24,50,4,16,49,45,14,10,8,28,25,45,26.5,1,1,0,0,1,0,0,1
43,25,24,17,49,27,2,39,43,31,31,46,7,28.41666667,1,1,0,0,1,0,0,1
43,32,20,36,25,34,18,6,32,12,10,20,16,21.75,0,0,1,0,1,0,1,0
43,28,47,24,15,27,24,21,36,33,35,6,40,28,1,0,1,0,1,0,1,0
43,41,29,1,32,29,26,40,32,19,9,40,6,25.33333333,0,1,0,1,0,0,0,1
43,40,20,12,4,17,42,36,9,42,38,32,26,26.5,1,1,0,1,0,0,0,1
43,17,5,47,28,44,17,39,18,2,9,17,44,23.91666667,0,0,1,0,1,0,1,0
43,35,25,31,33,23,1,49,32,7,32,30,35,27.75,1,0,1,0,1,0,1,0
43,39,3,10,11,32,42,27,19,30,6,30,40,24.08333333,0,0,1,1,0,0,1,0
43,43,6,48,38,12,33,35,38,38,28,34,31,32,1,1,0,1,0,0,0,1
43,14,29,30,23,33,32,5,46,26,45,19,9,25.91666667,1,0,1,0,1,0,1,0
43,38,8,13,23,30,20,44,11,3,22,50,40,25.16666667,0,0,1,0,1,0,1,0
43,37,27,11,42,14,2,18,4,17,49,8,49,23.16666667,0,0,1,0,1,0,1,0
43,2,40,5,46,47,12,14,47,47,8,22,48,28.16666667,1,0,1,0,1,0,1,0
43,35,41,19,19,12,16,34,11,41,4,7,24,21.91666667,0,0,1,0,1,0,1,0
43,31,41,30,18,13,37,14,20,42,29,14,32,26.75,1,0,1,0,1,0,1,0
43,31,29,23,46,17,32,7,12,24,37,48,30,28,1,0,1,0,1,0,1,0
43,27,20,43,47,47,12,39,10,29,3,41,11,27.41666667,1,0,1,0,1,0,1,0
43,37,16,28,29,44,46,17,12,31,33,1,16,25.83333333,1,0,1,0,1,0,1,0
43,30,28,21,41,7,26,39,22,13,12,39,46,27,1,0,1,1,0,0,1,0
43,48,35,34,25,9,3,35,3,25,41,2,10,22.5,0,0,1,0,1,0,1,0
43,44,18,19,35,18,37,28,37,27,25,48,2,28.16666667,1,1,0,1,0,0,0,1
43,3,9,1,23,8,33,37,26,13,31,9,30,18.58333333,0,1,0,1,0,0,0,1
43,19,46,21,18,20,16,14,46,48,33,10,30,26.75,1,0,1,0,1,0,1,0
43,44,48,28,6,33,27,6,8,20,10,9,29,22.33333333,0,0,1,0,1,0,1,0
43,7,1,16,13,17,43,20,7,50,37,14,18,20.25,0,0,1,0,1,0,1,0
43,30,48,5,9,2,22,27,26,17,13,21,19,19.91666667,0,0,1,0,1,1,0,1
43,7,43,32,23,43,37,42,10,40,27,22,26,29.33333333,1,1,0,1,0,0,0,1
43,20,22,28,5,34,19,44,39,27,14,3,21,23,0,1,0,0,1,0,0,1
43,29,5,4,45,5,27,46,26,33,11,18,33,23.5,0,1,0,1,0,0,0,1
43,22,15,48,19,49,5,1,39,45,11,3,11,22.33333333,0,0,1,0,1,0,1,0
43,25,16,25,27,11,38,17,2,15,1,3,13,16.08333333,0,0,1,0,1,0,1,0
43,20,5,15,44,13,7,2,20,31,26,22,7,17.66666667,0,0,1,0,1,0,1,0
43,11,35,28,34,35,34,13,39,30,10,9,31,25.75,1,1,0,0,1,0,0,1
43,3,16,17,26,42,48,16,48,26,10,49,41,28.5,1,1,0,1,0,0,0,1
43,13,43,38,28,21,31,7,40,48,29,1,11,25.83333333,1,0,1,0,1,0,1,0
43,27,17,48,37,27,23,19,23,16,46,14,39,28,1,0,1,0,1,0,1,0
43,40,38,5,21,8,35,36,27,2,4,26,16,21.5,0,0,1,1,0,0,1,0
43,24,31,8,4,4,39,12,41,22,48,10,40,23.58333333,0,0,1,0,1,0,1,0
43,44,50,35,38,34,8,31,44,1,14,37,33,30.75,1,1,0,0,1,0,0,1
43,30,27,2,15,38,17,37,44,25,35,44,17,27.58333333,1,1,0,0,1,0,0,1
43,22,31,14,45,40,16,39,23,50,25,6,40,29.25,1,1,0,0,1,0,0,1
43,27,47,24,40,7,49,12,23,38,22,31,14,27.83333333,1,0,1,1,0,0,1,0
43,29,21,19,37,14,39,15,42,35,50,41,32,31.16666667,1,0,1,1,0,0,1,0
43,7,3,16,1,47,40,45,44,1,26,33,39,25.16666667,0,1,0,1,0,0,0,1
43,27,49,45,13,2,16,38,6,24,15,42,45,26.83333333,1,1,0,0,1,0,0,1
43,45,6,12,34,13,16,12,31,40,28,42,23,25.16666667,0,0,1,0,1,0,1,0
43,27,1,47,35,2,6,37,41,43,23,26,6,24.5,0,1,0,0,1,0,0,1
43,5,20,6,31,33,44,25,50,32,12,47,3,25.66666667,1,1,0,1,0,0,0,1
43,35,14,43,37,49,30,47,41,23,47,28,24,34.83333333,1,1,0,1,0,0,0,1
